"Date","Time","Open","High","Low","Close","Up","Down"
01/02/2007,17:00,1303.90,1309.90,1301.50,1305.90,47,64
01/03/2007,17:00,1307.70,1310.80,1290.90,1290.90,306,362
01/04/2007,17:00,1289.90,1300.40,1282.90,1286.90,175,178
01/05/2007,17:00,1287.90,1298.90,1265.90,1278.90,381,444
01/08/2007,17:00,1271.90,1290.80,1269.40,1284.80,165,137
01/09/2007,17:00,1285.90,1295.90,1280.10,1293.90,268,278
01/10/2007,17:00,1291.00,1321.80,1287.90,1307.90,692,824
01/11/2007,17:00,1308.40,1315.90,1292.90,1303.90,330,520
01/12/2007,17:00,1298.90,1316.90,1294.90,1314.90,339,142
01/15/2007,17:00,1312.90,1317.90,1308.90,1311.90,57,57
01/16/2007,17:00,1311.90,1317.40,1301.50,1301.50,224,252
01/17/2007,17:00,1301.60,1315.90,1295.10,1312.40,263,314
01/18/2007,17:00,1312.90,1333.80,1310.10,1326.80,491,418
01/19/2007,17:00,1320.90,1327.40,1312.90,1324.90,152,212
01/22/2007,17:00,1325.90,1332.90,1318.90,1323.90,265,321
01/23/2007,17:00,1321.00,1343.90,1319.90,1338.90,380,341
01/24/2007,17:00,1342.80,1346.90,1325.90,1336.90,329,334
01/25/2007,17:00,1337.90,1348.00,1332.90,1338.40,322,344
01/26/2007,17:00,1336.90,1340.40,1328.40,1339.40,252,311
01/29/2007,17:00,1338.40,1340.90,1322.90,1328.60,184,242
01/30/2007,17:00,1332.60,1338.90,1325.90,1338.40,182,170
01/31/2007,17:00,1339.90,1345.90,1318.00,1344.90,478,319
02/01/2007,17:00,1344.90,1357.60,1344.40,1348.10,462,290
02/02/2007,17:00,1349.90,1351.90,1314.00,1326.40,426,779
02/05/2007,17:00,1323.90,1336.90,1323.90,1330.90,212,223
02/06/2007,17:00,1329.90,1354.90,1329.90,1344.40,481,496
02/07/2007,17:00,1348.90,1365.90,1343.00,1357.90,678,353
02/08/2007,17:00,1359.90,1359.90,1343.90,1356.90,560,415
02/09/2007,17:00,1359.90,1369.40,1352.90,1361.90,453,287
02/12/2007,17:00,1360.90,1362.90,1344.80,1348.00,151,294
02/13/2007,17:00,1351.90,1365.80,1351.90,1361.90,381,167
02/14/2007,17:00,1365.40,1382.90,1365.40,1375.70,540,412
02/15/2007,17:00,1375.90,1381.70,1368.90,1374.90,313,399
02/16/2007,17:00,1375.90,1376.80,1350.10,1369.90,268,349
02/19/2007,17:00,1371.70,1385.40,1371.70,1379.90,169,84
02/20/2007,17:00,1378.40,1381.90,1368.10,1376.90,298,292
02/21/2007,17:00,1372.90,1393.80,1363.90,1392.90,295,315
02/22/2007,17:00,1389.90,1394.90,1382.90,1388.90,185,211
02/23/2007,17:00,1385.90,1402.90,1380.90,1396.90,328,318
02/26/2007,17:00,1399.90,1409.90,1393.80,1401.90,278,218
02/27/2007,17:00,1401.40,1414.80,1389.90,1393.90,573,1073
02/28/2007,17:00,1390.40,1427.80,1390.40,1413.90,611,351
03/01/2007,17:00,1412.90,1421.90,1395.90,1402.90,473,880
03/02/2007,17:00,1399.10,1399.10,1358.90,1365.00,1078,1471
03/05/2007,17:00,1370.40,1371.90,1321.90,1329.40,916,1433
03/06/2007,17:00,1337.90,1361.20,1337.10,1355.50,473,337
03/07/2007,17:00,1358.70,1362.40,1342.90,1352.40,349,306
03/08/2007,17:00,1348.80,1375.70,1345.40,1365.90,610,262
03/09/2007,17:00,1364.40,1369.90,1349.90,1356.90,434,447
03/12/2007,17:00,1364.40,1371.40,1352.90,1365.70,160,197
03/13/2007,17:00,1363.00,1382.70,1360.90,1369.40,381,368
03/14/2007,17:00,1375.70,1375.70,1353.90,1361.90,415,470
03/15/2007,17:00,1358.90,1377.80,1358.90,1372.90,499,303
03/16/2007,17:00,1376.90,1382.70,1369.00,1377.40,288,209
03/19/2007,17:00,1383.40,1394.40,1378.60,1389.50,715,510
03/20/2007,17:00,1391.50,1395.30,1381.90,1389.00,171,231
03/21/2007,17:00,1393.30,1394.90,1387.90,1392.90,154,207
03/22/2007,17:00,1395.80,1401.60,1391.40,1394.90,413,286
03/23/2007,17:00,1394.50,1400.40,1387.90,1387.90,262,306
03/26/2007,17:00,1385.90,1398.40,1385.90,1395.00,157,118
03/27/2007,17:00,1394.70,1401.80,1389.90,1392.90,101,137
03/28/2007,17:00,1400.50,1412.60,1395.90,1399.90,208,198
03/29/2007,17:00,1398.90,1403.90,1395.00,1395.00,57,67
03/30/2007,17:00,1398.40,1405.90,1398.40,1405.90,36,1
04/02/2007,17:00,1403.30,1404.40,1399.90,1403.40,9,5
04/03/2007,17:00,1412.90,1412.90,1404.90,1411.90,6,7
04/04/2007,17:00,1410.00,1410.00,1403.90,1408.10,5,10
04/05/2007,17:00,1415.90,1418.20,1414.90,1414.90,7,1
04/09/2007,17:00,1416.30,1416.70,1412.40,1412.40,4,5
04/10/2007,17:00,1423.80,1436.70,1418.00,1432.40,398,297
04/11/2007,17:00,1430.90,1439.80,1423.90,1435.90,316,320
04/12/2007,17:00,1434.60,1441.60,1428.90,1430.00,279,479
04/13/2007,17:00,1431.90,1445.80,1431.90,1442.40,322,151
04/16/2007,17:00,1444.20,1455.90,1442.20,1448.90,591,655
04/17/2007,17:00,1443.00,1445.40,1434.00,1438.90,699,316
04/18/2007,17:00,1439.90,1465.90,1435.90,1463.30,697,466
04/19/2007,17:00,1461.90,1473.90,1449.00,1464.90,918,808
04/20/2007,17:00,1463.90,1497.80,1459.90,1492.90,988,833
04/23/2007,17:00,1495.90,1502.90,1477.90,1488.90,449,438
04/24/2007,17:00,1485.90,1495.10,1459.90,1470.40,817,1276
04/25/2007,17:00,1467.90,1475.80,1465.00,1469.90,437,400
04/26/2007,17:00,1474.80,1479.90,1452.90,1463.30,442,643
04/27/2007,17:00,1458.00,1461.90,1434.00,1454.50,1114,841
04/30/2007,17:00,1455.90,1457.90,1448.00,1452.90,314,245
05/01/2007,17:00,1455.90,1461.40,1446.70,1456.90,609,362
05/02/2007,17:00,1456.10,1458.50,1449.90,1457.40,327,263
05/03/2007,17:00,1454.40,1469.40,1454.40,1466.90,400,302
05/04/2007,17:00,1467.90,1493.40,1464.90,1486.90,662,382
05/07/2007,17:00,1485.00,1511.70,1480.90,1508.50,908,433
05/08/2007,17:00,1505.10,1510.30,1493.70,1501.90,336,583
05/09/2007,17:00,1498.00,1505.90,1488.10,1490.40,352,483
05/10/2007,17:00,1497.40,1497.40,1476.00,1476.00,445,767
05/11/2007,17:00,1480.90,1499.40,1471.50,1495.80,548,449
05/14/2007,17:00,1498.40,1503.90,1483.00,1487.90,430,603
05/15/2007,17:00,1490.80,1497.90,1478.00,1493.90,664,489
05/16/2007,17:00,1494.90,1497.90,1476.00,1481.90,251,490
05/17/2007,17:00,1480.40,1482.90,1461.20,1472.90,800,941
05/18/2007,17:00,1468.40,1484.40,1468.40,1482.40,458,488
05/21/2007,17:00,1483.60,1483.60,1470.40,1477.60,498,389
05/22/2007,17:00,1478.80,1478.90,1445.40,1445.90,617,821
05/23/2007,17:00,1446.00,1466.80,1444.00,1463.90,519,353
05/24/2007,17:00,1465.90,1465.90,1441.80,1443.90,539,601
05/25/2007,17:00,1441.90,1450.90,1430.40,1435.90,628,711
05/28/2007,17:00,1438.90,1440.90,1433.40,1433.40,37,31
05/29/2007,17:00,1432.90,1436.90,1413.80,1421.40,420,944
05/30/2007,17:00,1427.40,1437.80,1419.90,1424.90,439,323
