Custom Criteria, Net Profit, Gross Profit, Gross Loss, Total Trades, % Profitable, Winning Trades, Losing Trades, Avg Trade, Avg Winning Trade, Avg Losing Trade, Win Loss Ratio, Max Consecutive Winners, Max Consecutive Losers, Avg Bars in Winner, Avg Bars in Loser, Max Intraday Drawdown, Profit Factor, Return on Account, Custom Fitness Value, input1, input2
0.296077408135161, 89687.5, 313737.5,-224050,820, 25.609756097561,210,609, 109.375, 1493.9880952381, -367.898193760263, 4.06087368890873,4,13, 8.05238095238095, 2.52873563218391,-11925, 1.40030127203749, 840.16393442623,0, 0.225,10
0.30683298518865,92050, 314337.5, -222287.5,820, 25.4878048780488,209,610, 112.256097560976, 1504.00717703349, -364.405737704918, 4.12728731030953,4,15, 8.09569377990431, 2.51639344262295,-11450, 1.41410335713884, 902.450980392157,0, 0.225,15
0.301042593473543, 90212.5,312600, -222387.5,820, 25.3658536585366,208,611, 110.015243902439, 1502.88461538462, -363.972995090016, 4.1291102242707,4,15, 8.05288461538462, 2.5139116202946,-12375, 1.40565454443258, 793.949394939494,0, 0.225,20
0.306457814007394, 100337.5,335775, -235437.5,820, 27.6829268292683,227,592, 122.362804878049, 1479.18502202643, -397.69847972973, 3.71936302857297,4,12, 8.04405286343612, 2.58952702702703, -10662.5, 1.42617467480754, 1099.58904109589,0, 0.25,5
0.318338536265459,100225,328950,-228725,820, 26.9512195121951,221,598, 122.225609756098, 1488.46153846154, -382.483277591973, 3.89157284949175,4,13, 8.09502262443439, 2.55518394648829,-10125, 1.43818996611652, 1224.12213740458,0, 0.25,10
0.319297125459543, 99187.5,326000, -226812.5,820, 26.5853658536585,218,601, 120.960365853659, 1495.4128440367, -377.391846921797, 3.96249377466434,4,13, 8.09633027522936, 2.54575707154742,-10075, 1.43731055387159, 1269.6,0, 0.25,15
0.295788331587446, 91737.5,319625, -227887.5,820, 26.0975609756098,214,605, 111.875, 1493.57476635514, -376.673553719008, 3.96517024253134,4,13, 8.07476635514019, 2.54545454545455, -11987.5, 1.40255608578794, 854.365541327125,0, 0.25,20
0.323479064777711,110700, 352262.5, -241562.5,820, 29.0243902439024,238,581,135, 1480.09453781513, -415.770223752151, 3.55988585343581,5,12, 8.07142857142857, 2.61790017211704,-10525, 1.45826649417853, 1160.68152031455,0, 0.275,5
0.310012522472903,101350,336050,-234700,820, 27.8048780487805,228,591, 123.59756097561, 1473.90350877193, -397.123519458545, 3.71144854573588,6,13, 8.07456140350877, 2.57360406091371, -10487.5, 1.43182786536003, 1115.26822558459,0, 0.275,10
0.334705634987385,107950,339950,-232000,820, 27.6829268292683,227,592, 131.646341463415, 1497.57709251101, -391.891891891892, 3.82140361537293,4,13, 8.08370044052863, 2.56081081081081, -9587.5, 1.46530172413793, 1258.89212827988,0, 0.275,15
0.328405090480785, 105712.5, 337637.5,-231925,820, 27.5609756097561,226,593, 128.917682926829, 1493.97123893805, -391.10455311973, 3.81987687696568,4,13, 8.10176991150442, 2.56492411467116,-11675, 1.4558046782365, 991.441969519344,0, 0.275,20
0.321406067202748, 114062.5, 361112.5,-247050,820,30,246,573, 139.100609756098, 1467.93699186992, -431.151832460733, 3.40468689067583,5,12, 8.15853658536585, 2.66492146596859,-10975, 1.46169803683465, 1233.10810810811,0, 0.3,5
0.318626748894382,107650, 347762.5, -240112.5,820, 28.5365853658537,234,585, 131.280487804878, 1486.16452991453, -410.448717948718, 3.6208287781769,6,13, 8.08974358974359, 2.62905982905983,-11075, 1.44833151127076, 1069.81366459627,0, 0.3,10
0.339027674214648,113100, 349837.5, -236737.5,820, 28.6585365853659,235,584, 137.926829268293, 1488.67021276596, -405.372431506849, 3.67235188449367,6,13, 8.14468085106383, 2.5958904109589,-9750, 1.47774433708221, 1294.42060085837,0, 0.3,15
0.335270492627735, 111512.5, 347937.5,-236425,820, 28.5365853658537,234,585, 135.990853658537, 1486.91239316239, -404.145299145299, 3.6791530083536,6,13, 8.12393162393162, 2.59316239316239, -9712.5, 1.47166120334144, 1281.75287356322,0, 0.3,20
